10202,群馬県,高崎市,370884,150180,45916,24604
10203,群馬県,桐生市,114714,46034,27445,7792
10204,群馬県,伊勢崎市,208814,80110,13944,13919
10205,群馬県,太田市,219807,86267,17554,16595
10206,群馬県,沼田市,48676,19178,44346,10315
10207,群馬県,館林市,76667,30219,6097,6053
10208,群馬県,渋川市,78391,28812,24027,11493
10209,群馬県,藤岡市,65708,24569,18029,7642
10210,群馬県,富岡市,49746,18255,12285,7648
10211,群馬県,安中市,58531,22381,27631,11135
10212,群馬県,みどり市,50906,18867,20842,4228
10344,群馬県,榛東村,14329,4887,2792,1602
10345,群馬県,吉岡町,21080,7289,2046,1695
10366,群馬県,上野村,1230,578,18185,1161
10367,群馬県,神流町,1954,903,11460,1486
10382,群馬県,下仁田町,7564,3040,18838,2754
10383,群馬県,南牧村,1979,953,11883,1493
10384,群馬県,甘楽町,13200,4539,5861,2850
10421,群馬県,中之条町,16850,6529,43928,7245
10424,群馬県,長野原町,5536,2322,13385,3813
10425,群馬県,嬬恋村,9780,3664,33758,9702
10426,群馬県,草津町,6518,3275,4975,1959
10428,群馬県,高山村,3674,1167,6418,1550
10429,群馬県,東吾妻町,14033,5235,25391,6036
10443,群馬県,片品村,4390,1554,39176,3780
10444,群馬県,川場村,3647,980,8525,1448
10448,群馬県,昭和村,7347,2476,6414,3822
10449,群馬県,みなかみ町,19347,7594,78108,16942
10464,群馬県,玉村町,36654,14337,2578,2559
10521,群馬県,板倉町,15015,5365,4186,4181
10522,群馬県,明和町,11044,3914,1964,1961
10523,群馬県,千代田町,11318,3981,2173,2142
10524,群馬県,大泉町,41202,18070,1803,1801
10525,群馬県,邑楽町,26426,9528,3111,3068
11101,埼玉県,さいたま市 西区,87146,33871,2912,2859
11102,埼玉県,さいたま市 北区,143446,61756,1686,1685
11103,埼玉県,さいたま市 大宮区,113864,53265,1280,1276
11104,埼玉県,さいたま市 見沼区,161960,65666,3069,2970
11105,埼玉県,さいたま市 中央区,98762,42872,839,839
11106,埼玉県,さいたま市 桜区,97910,43331,1864,1831
11107,埼玉県,さいたま市 浦和区,154416,67136,1151,1145
11108,埼玉県,さいたま市 南区,180152,77895,1382,1379
11109,埼玉県,さいたま市 緑区,116522,44475,2644,2488
11110,埼玉県,さいたま市 岩槻区,109801,42942,4917,4807
11201,埼玉県,川越市,350745,145715,10913,10520
11202,埼玉県,熊谷市,198742,77004,15982,15474
11203,埼玉県,川口市,578112,245830,6195,6131
11206,埼玉県,行田市,82113,31015,6749,6743
11207,埼玉県,秩父市,63555,24038,57783,7192
11208,埼玉県,所沢市,340386,145834,7211,6463
11209,埼玉県,飯能市,80715,31749,19305,4603
11210,埼玉県,加須市,112229,41034,13330,13315
11211,埼玉県,本庄市,77881,31004,8969,6512
11212,埼玉県,東松山市,91437,37224,6535,6066
11214,埼玉県,春日部市,232709,94463,6600,6538
11215,埼玉県,狭山市,152405,62028,4899,4392
11216,埼玉県,羽生市,54874,20366,5864,5851
11217,埼玉県,鴻巣市,118072,45043,6744,6716
11218,埼玉県,深谷市,143811,53384,13837,13433
11219,埼玉県,上尾市,225196,91399,4551,4336
11221,埼玉県,草加市,247034,105827,2746,2746
11222,埼玉県,越谷市,337498,136460,6024,6015
11223,埼玉県,蕨市,72260,34174,511,511
11224,埼玉県,戸田市,136150,59432,1819,1819
11225,埼玉県,入間市,148390,59004,4469,3749
11227,埼玉県,朝霞市,136299,59515,1834,1817
11228,埼玉県,志木市,72676,30607,905,905
11229,埼玉県,和光市,80826,36898,1104,1100
11230,埼玉県,新座市,162122,67250,2278,2138
11231,埼玉県,桶川市,73936,28685,2535,2451
11232,埼玉県,久喜市,152311,59082,8241,8218
11233,埼玉県,北本市,67409,26845,1982,1905
11234,埼玉県,八潮市,86717,35763,1802,1802
11235,埼玉県,富士見市,108102,47169,1977,1969
11237,埼玉県,三郷市,136521,55288,3013,3013
11238,埼玉県,蓮田市,62380,24543,2728,2600
